topic,v_lat,v_lon,Country
Business,40.502308,-3.697872,es
Business,40.42539,-3.682895,es
Business,40.42,-3.71,es
Business,40.42,-3.71,es
Business,40.42,-3.71,es
Business,48.86,2.34,fr
Business,48.86,2.34,fr
Business,48.892059,2.249215,fr
Business,48.832806,2.300789,fr
Business,48.832806,2.300789,fr
Business,48.868057,2.340856,fr
Business,48.865807,2.33503,fr
Business,48.86634,2.344794,fr
Business,48.86,2.34,fr
Business,48.86,2.34,fr
Business,48.86,2.34,fr
Business,48.886375,2.327138,fr
Business,43.954624,2.469822,fr
Business,48.84354,2.351383,fr
Business,48.84354,2.351383,fr
Business,48.886375,2.327138,fr
Business,48.862354,2.415891,fr
Business,48.862354,2.415891,fr
Business,48.862354,2.415891,fr
Business,48.862354,2.415891,fr
Business,48.886375,2.327138,fr
Business,48.86644,2.343434,fr
Business,48.853771,2.368329,fr
Business,48.86,2.34,fr
Business,48.856613,2.3522220000000003,fr
Business,48.838894,2.303527,fr
Business,48.86644,2.343434,fr
Business,48.856613,2.3522220000000003,fr
Business,48.816624,2.309495,fr
Business,48.859116,2.422014,fr
Business,48.859116,2.422014,fr
Business,48.859116,2.422014,fr
Business,48.871632,2.350694,fr
Business,48.86634,2.344794,fr
Business,43.593777,1.448189,fr
Business,48.870895,2.3029610000000003,fr
Business,48.816624,2.309495,fr
Business,48.816624,2.309495,fr
Business,48.816624,2.309495,fr
Business,48.816624,2.309495,fr
Business,48.816624,2.309495,fr
Business,48.816624,2.309495,fr
Business,48.816624,2.309495,fr
Business,48.816624,2.309495,fr
Business,48.816624,2.309495,fr
Business,48.816624,2.309495,fr
Business,48.816624,2.309495,fr
Business,48.816624,2.309495,fr
Business,48.816624,2.309495,fr
Business,48.816624,2.309495,fr
Business,45.787632,4.8132769999999985,fr
Business,48.86575300000001,2.379449,fr
Business,48.86575300000001,2.379449,fr
Business,48.86575300000001,2.379449,fr
Business,48.86575300000001,2.379449,fr
Business,48.862232,2.415716,fr
Business,48.86,2.34,fr
Business,48.862251,2.368297,fr
Business,48.847683,2.377008,fr
Business,48.862686,2.341929,fr
Business,48.874348,2.337684,fr
Business,48.86575300000001,2.379449,fr
Business,48.86575300000001,2.379449,fr
Business,48.866085,2.332603,fr
Business,48.852444,2.374317,fr
Business,48.856613,2.3522220000000003,fr
Business,48.856613,2.3522220000000003,fr
Business,48.856613,2.3522220000000003,fr
Business,48.853664,2.325683,fr
Business,48.889217,2.2452330000000003,fr
Business,48.88053,2.32439,fr
Business,48.88053,2.32439,fr
Business,51.5,-0.19,gb
Business,51.54,-0.05,gb
Business,51.52,-0.1,gb
Business,51.51,-0.14,gb
Business,51.52,-0.1,gb
Business,51.46,-0.21,gb
Business,51.5,-0.11,gb
Business,51.5,-0.11,gb
Business,51.53,-0.06,gb
Business,51.54,-0.05,gb
Business,51.52,-0.1,gb
Business,51.52,-0.1,gb
Business,51.51,-0.14,gb
Business,51.51,-0.14,gb
Business,51.520149,-0.117585,gb
Business,51.508038,-0.12806900000000002,gb
Business,51.508038,-0.12806900000000002,gb
Business,51.508038,-0.12806900000000002,gb
Business,51.519226,-0.09713,gb
Business,51.516392,-0.13032,gb
Business,51.51775,-0.090457,gb
Business,51.51775,-0.090457,gb
Business,51.51775,-0.090457,gb
Business,51.51775,-0.090457,gb
Business,51.51775,-0.090457,gb
Business,51.51775,-0.090457,gb
Business,51.51775,-0.090457,gb
Business,51.51775,-0.090457,gb
Business,51.51775,-0.090457,gb
Business,51.51775,-0.090457,gb
Business,51.51775,-0.090457,gb
Business,51.508066,0.021828,gb
Business,51.508066,0.021828,gb
Business,51.508066,0.021828,gb
Business,51.508066,0.021828,gb
Business,51.508066,0.021828,gb
Business,51.508066,0.021828,gb
Business,51.51,-0.14,gb
Business,51.51,-0.14,gb
Business,51.51,-0.14,gb
Business,51.51,-0.14,gb
Business,51.51,-0.14,gb
Business,51.51,-0.14,gb
Business,51.51,-0.14,gb
Business,51.51,-0.14,gb
Business,51.51,-0.14,gb
Business,51.51,-0.14,gb
Business,51.43927,-0.055217,gb
Business,51.51384,-0.086485,gb
Business,51.52478,-0.087435,gb
Business,37.970608,23.74055,gr
Business,53.33,-6.25,ie
Business,53.33,-6.25,ie
Business,53.343323,-6.239114,ie
Business,53.33,-6.25,ie
Business,53.38833,-6.064711,ie
Business,53.3394,-6.261419999999998,ie
Business,53.33,-6.25,ie
Business,53.361237,-6.25306,ie
Business,53.33,-6.25,ie
Business,53.342994,-6.263452,ie
Business,53.33,-6.25,ie
Business,53.348843,-6.247852,ie
Business,53.348843,-6.247852,ie
Business,53.39,-6.38,ie
Business,53.343094,-6.263909,ie
Business,53.34563000000001,-6.263577,ie
Business,53.348179,-6.250622,ie
Business,53.344166,-6.267764,ie
Business,53.349136,-6.247751,ie
Business,53.334293,-6.262778,ie
Business,53.325821,-6.242217,ie
Business,53.331642,-6.261917,ie
Business,53.3423,-6.259747,ie
Business,53.330204,-6.3105660000000015,ie
Business,53.33281700000001,-6.241944,ie
Business,53.33,-6.25,ie
Business,53.341694,-6.260382,ie
Business,53.34425,-6.267112,ie
Business,53.343323,-6.239114,ie
Business,53.34802,-6.247147,ie
Business,53.33515500000001,-6.263317,ie
Business,53.33515500000001,-6.263317,ie
Business,53.33515500000001,-6.263317,ie
Business,53.277077,-6.207761,ie
Business,53.335285,-6.263586,ie
Business,53.277077,-6.207761,ie
Business,53.346134,-6.268056,ie
Business,53.343032,-6.263486,ie
Business,53.344395,-6.250074,ie
Business,53.349804000000006,-6.26031,ie
Business,53.349804000000006,-6.26031,ie
Business,53.347332,-6.233879,ie
Business,53.33701,-6.273511,ie
Business,53.34304,-6.263715,ie
Business,53.34601,-6.2626050000000015,ie
Business,53.34379200000001,-6.254571,ie
Business,53.377487,-6.270156,ie
Business,53.343693,-6.25919,ie
Business,53.3411,-6.257708,ie
Business,53.412743000000006,-6.368885,ie
Business,53.291573,-6.134387,ie
Business,53.343678,-6.264256,ie
Business,53.34469,-6.240298,ie
Business,53.348843,-6.247852,ie
Business,53.349804000000006,-6.26031,ie
Business,53.344467,-6.250236,ie
Business,53.27826999999999,-6.215242,ie
Business,53.33572,-6.263619,ie
Business,53.33572,-6.263619,ie
Business,53.332745,-6.265549,ie
Business,53.32583,-6.242761,ie
Business,53.34602,-6.272168,ie
Business,53.341976,-6.258780000000002,ie
Business,45.45909,9.1728,it_Milano
Business,45.465424,9.185925,it_Milano
Business,45.481792,9.182817,it_Milano
Business,45.481972,9.182885,it_Milano
Business,45.481792,9.182817,it_Milano
Business,45.44574,9.123113,it_Milano
Business,41.888556,12.481647,it_Roma
Business,41.888556,12.481647,it_Roma
Business,49.61157,6.129052,lu
Business,49.61157,6.129052,lu
Business,49.61157,6.129052,lu
Business,49.61157,6.129052,lu
Business,49.611988,6.141653,lu
Business,49.603947,6.131093,lu
Business,49.60436,6.13664,lu
Business,49.607777,6.122905,lu
Business,49.62568,6.159873,lu
Business,49.612701,6.1322199999999984,lu
Business,49.608379,6.119732,lu
Business,49.63609,6.173053,lu
Business,49.609287,6.133467,lu
Business,49.66438,6.0721300000000005,lu
Business,51.923336,4.4691519999999985,lu
Business,49.610474,6.077739,lu
Business,49.611622,6.131935,lu
Business,49.50246,5.94922,lu
Business,49.603554,6.130255,lu
Business,49.603554,6.130255,lu
Business,49.611622,6.131935,lu
Business,49.601048,6.131017,lu
Business,49.342262,6.1564760000000005,lu
Business,49.342262,6.1564760000000005,lu
Business,49.61275,6.132193,lu
Business,49.612881,6.130052,lu
Business,49.612881,6.130052,lu
Business,49.60436,6.13664,lu
Business,49.60436,6.13664,lu
Business,49.612161,6.132311,lu
Business,52.37,4.89,nl
Business,52.373985,4.914902,nl
Business,52.383884,4.902175,nl
Business,52.37,4.89,nl
Business,52.36174000000001,4.922632,nl
Business,52.36174000000001,4.922632,nl
Business,52.36174000000001,4.922632,nl
Business,52.334476,4.86583,nl
Business,52.36174000000001,4.922632,nl
Business,51.916615,4.487233,nl
Business,52.37,4.89,nl
Business,52.37,4.89,nl
Business,52.38419,4.90286,nl
Business,52.38419,4.90286,nl
Business,52.374454,4.890906,nl
Business,52.294422,4.958158,nl
Business,52.315556,4.947381,nl
Business,52.374294,4.917077,nl
Business,52.376846,4.922117,nl
Business,52.35632,4.879146,nl
Business,52.394,4.854692,nl
Business,52.365044,4.9061379999999986,nl
Business,52.38685200000001,4.8689589999999985,nl
Business,53.210552,6.537641000000002,nl
Business,52.366604,4.892723,nl
Business,52.375832,4.90838,nl
Business,52.37,4.89,nl
Business,52.363491,4.977419,nl
Business,52.37172,4.9020730000000015,nl
Business,52.34056,4.869899,nl
Business,52.37583,4.90839,nl
Business,52.378536,4.896195,nl
Business,52.366596,4.869154,nl
Business,52.365044,4.9061379999999986,nl
Business,52.374294,4.917077,nl
Business,52.354355,4.882087,nl
Business,52.34002,4.826262,nl
Business,52.383923,4.902779,nl
Business,52.384953,4.746678,nl
Business,52.37385,4.877783,nl
Business,52.383923,4.902779,nl
Business,52.36762,4.929064,nl
Business,52.362633,4.922271,nl
Business,52.339294,4.856414,nl
Business,52.086876,5.108072,nl
Business,52.37,4.89,nl
Business,52.37002,4.885243,nl
Business,52.37038,4.89767,nl
Business,52.340767,4.858663,nl
Business,52.354664,4.913164,nl
Business,52.354687,4.913317,nl
Business,52.364452,4.892774,nl
Business,38.894398,-77.03002,nl
Business,52.355915,4.895686,nl
Business,52.37583,4.90839,nl
Business,52.366898,4.871357,nl
Business,52.36562,4.891767,nl
Business,52.343132,4.829125,nl
Business,52.334476,4.86583,nl
Business,52.367985,4.903562,nl
Business,52.343132,4.829125,nl
Business,37.77104,-122.42232,nl
Business,52.385548,4.834622,nl
Business,52.349648,4.922353,nl
Business,52.349648,4.922353,nl
Business,52.349648,4.922353,nl
Business,52.364784,4.881249,nl
Business,53.21938299999999,6.566502000000002,nl
Business,52.35868,4.907858999999998,nl
Business,52.0705,4.3007,nl
Business,52.36377,4.88328,nl
Business,52.353638,4.897583,nl
Business,52.36377,4.88328,nl
Business,52.33654,4.873948,nl
Business,52.365086,4.911691,nl
Business,52.33632,4.859111,nl
Business,52.365044,4.9061379999999986,nl
Business,52.33632,4.859111,nl
Business,52.34056,4.869899,nl
Business,52.383884,4.902175,nl
Business,52.340805,4.8300269999999985,nl
Business,52.3794,4.921983,nl
Business,52.08074600000001,5.119506,nl
Business,52.383385,4.929058,nl
Business,52.33144,4.918863,nl
Business,52.390648,4.937278,nl
Business,52.379257,4.923346,nl
Business,52.36626,4.885163,nl
Business,52.367985,4.903562,nl
Business,52.26,21.02,pl
Business,52.26,21.02,pl
Business,50.051186,19.943405,pl
Business,52.26,21.02,pl
Business,50.051186,19.943405,pl
Business,52.226845,20.99879,pl
Business,52.246899,21.062948,pl
Business,52.246899,21.062948,pl
Business,38.728443,-9.148051,pt
Business,38.71005200000001,-9.150748,pt
Business,38.710094,-9.15073,pt
Business,38.67848,-9.325777,pt
Business,38.726105,-9.145474,pt
Business,38.708965,-9.144549,pt
Business,38.74883300000001,-9.16493,pt
Business,38.722954,-9.151261,pt
Business,38.73285,-9.149735,pt
Business,38.726105,-9.145474,pt
Business,38.726105,-9.145474,pt
Business,38.761913,-9.097216,pt
Business,38.726105,-9.145474,pt
Business,38.72907,-9.144234,pt
Business,38.726105,-9.145474,pt
Business,38.711857,-9.142365,pt
Business,38.732887,-9.144736,pt
Business,37.77104,-122.42232,pt
Business,38.708965,-9.144549,pt
Business,38.711727,-9.141635,pt
Business,38.72538400000001,-9.13584,pt
Business,38.729763,-9.107736,pt
Business,38.726086,-9.145487,pt
Business,38.72,-9.14,pt
Business,38.72,-9.14,pt
Business,38.724308,-9.163086,pt
Business,38.708443,-9.147209,pt
Business,38.709877,-9.150628,pt
Business,38.72538400000001,-9.13584,pt
Business,38.706654,-9.145336,pt
Business,38.708965,-9.144549,pt
Business,38.726086,-9.145487,pt
Business,38.727764,-9.137614,pt
Business,38.726086,-9.145487,pt
Business,38.73285,-9.149735,pt
Business,38.726105,-9.145474,pt
Business,38.70893,-9.149522,pt
Business,38.71954,-9.15697,pt
Business,38.7603,-9.195133,pt
Business,38.67848,-9.325777,pt
Business,38.72,-9.14,pt
Business,38.711613,-9.127118,pt
Business,38.726105,-9.145474,pt
Business,43.46243,-3.81766,pt
Business,38.711857,-9.142365,pt
Business,38.726086,-9.145487,pt
Business,38.67848,-9.325777,pt
Business,38.74395,-9.148525,pt
Business,38.729763,-9.107736,pt
Business,38.726105,-9.145474,pt
Business,38.597656,-9.14597,pt
Business,59.32954,18.07538,se
Business,59.336403,18.028671,se
Business,59.32781600000001,18.082794,se
Business,59.277317,18.015242,se
Business,59.326046,18.084688,se
Business,59.35869,18.121687,se
Business,59.337513,18.069748,se
Business,59.337513,18.069748,se
Business,59.337513,18.069748,se
Business,59.335037,18.064636,se
Business,59.33,18.07,se
Business,59.33746,18.063004,se
Business,59.337513,18.069748,se
Business,59.337513,18.069748,se
Business,59.329121,18.045151,se
Business,59.320621,18.06802,se
Business,59.278618,18.015253,se
Business,59.336243,18.069262,se
Business,59.34367,18.06971,se
Business,59.33865,18.06092,se
Business,59.33746,18.063004,se
Business,59.33,18.07,se
Business,-30.028322,-51.20403,se
Business,59.333313,18.038206,se
Business,59.34051,18.08689,se
Business,59.337547,18.040781,se
Business,59.311863,18.059437,se
Business,59.34667,18.038391,se
Business,59.337513,18.069748,se
Business,59.33478,18.053091,se
Business,59.405895,17.953909,se
Business,59.334946,18.067005,se
Business,59.334946,18.067005,se
Business,59.31248100000001,18.08185,se
Business,59.337513,18.069748,se
Business,50.44,30.52,ua
Tech,48.22,16.37,at
Tech,48.214855,16.36526,at
Tech,48.205635,16.377861,at
Tech,48.208305,16.382875,at
Tech,48.21346,16.366583,at
Tech,48.21346,16.366583,at
Tech,48.196747,16.346443,at
Tech,48.216156,16.354517,at
Tech,48.23185,16.41287,at
Tech,48.1952,16.369568,at
Tech,48.311443,14.298801,at
Tech,48.190845,16.35986,at
Tech,48.222816,16.398554,at
Tech,48.211273,16.361794,at
Tech,48.24105,16.38634,at
Tech,48.192005,16.33595,at
Tech,52.430836,13.531867000000002,at
Tech,50.85054,4.356402,be
Tech,50.845356,4.357286,be
Tech,50.845356,4.357286,be
Tech,50.83,4.33,be
Tech,50.83,4.33,be
Tech,50.83,4.33,be
Tech,50.88789000000001,4.4502120000000005,be
Tech,50.85735,4.350038,be
Tech,50.849594,4.364084,be
Tech,50.83,4.33,be
Tech,51.05444,3.717330000000001,be
Tech,51.0518,4.454145,be
Tech,50.630356,5.5747,be
Tech,50.815594,4.38328,be
Tech,51.037544,3.70685,be
Tech,50.872902,4.4158040000000005,be
Tech,50.849594,4.364084,be
Tech,50.406376,4.437429,be
Tech,50.85735,4.350038,be
Tech,50.85735,4.350038,be
Tech,51.040352,3.734714,be
Tech,50.83,4.33,be
Tech,51.215736,4.408332,be
Tech,50.83799000000001,4.402896,be
Tech,50.88986,4.380458999999999,be
Tech,50.81524,4.371396,be
Tech,50.85735,4.350038,be
Tech,50.85735,4.350038,be
Tech,50.84079000000001,4.37134,be
Tech,50.842812,4.35074,be
Tech,50.83,4.33,be
Tech,50.83659,4.39945,be
Tech,50.84237,4.384941,be
Tech,50.824524,4.366159,be
Tech,50.805798,4.3561190000000005,be
Tech,50.81524,4.371396,be
Tech,50.84237,4.384941,be
Tech,50.857349,4.350038,be
Tech,51.152157,4.536449,be
Tech,50.796886,4.3993150000000005,be
Tech,50.879772,4.454912,be
Tech,50.84670300000001,4.359478,be
Tech,50.86487,4.669489,be
Tech,49.60436,6.13664,be
Tech,51.039906,3.73378,be
Tech,50.845966,4.435893,be
Tech,50.84677,4.729198,be
Tech,50.82166,4.394886,be
Tech,51.19374000000001,4.433919,be
Tech,50.83,4.33,be
Tech,50.83,4.33,be
Tech,50.845356,4.357286,be
Tech,50.845478,4.35736,be
Tech,50.805798,4.3561190000000005,be
Tech,50.89559600000001,4.48525,be
Tech,50.838898,4.398612,be
Tech,50.84237,4.384941,be
Tech,50.83799000000001,4.402896,be
Tech,50.82098,4.324961,be
Tech,51.036247,3.734456,be
Tech,50.85879,4.347595,be
Tech,50.843735,4.3766120000000015,be
Tech,50.82490900000001,4.3975300000000015,be
Tech,50.84237,4.384941,be
Tech,50.872944,4.415792,be
Tech,50.83,4.33,be
Tech,51.216278,4.383244,be
Tech,51.216278,4.383244,be
Tech,50.85054,4.356402,be
Tech,50.83733,4.367499,be
Tech,51.041267,3.713241000000001,be
Tech,50.8355,4.420742,be
Tech,50.87846,4.457881,be
Tech,50.87846,4.457881,be
Tech,50.846733,4.352414,be
Tech,50.81807,4.318308,be
Tech,50.84237,4.384941,be
Tech,50.84670300000001,4.359478,be
Tech,50.84670300000001,4.359478,be
Tech,50.850338,4.35171,be
Tech,50.83,4.33,be
Tech,50.83659,4.39945,be
Tech,50.85735,4.350038,be
Tech,50.92847,5.388768,be
Tech,50.850338,4.35171,be
Tech,50.83659,4.39945,be
Tech,50.83659,4.39945,be
Tech,50.826775,4.400252,be
Tech,50.85735,4.350038,be
Tech,50.841324,4.352474,be
Tech,50.850555,4.364167,be
Tech,50.845512,4.3574720000000005,be
Tech,50.845432,4.36419,be
Tech,50.83,4.33,be
Tech,50.854904,4.340605,be
Tech,50.850338,4.35171,be
Tech,50.83,4.33,be
Tech,50.83,4.33,be
Tech,50.845356,4.357286,be
Tech,50.845356,4.357286,be
Tech,50.845356,4.357286,be
Tech,50.83733,4.367499,be
Tech,50.83733,4.367499,be
Tech,50.84557,4.357482,be
Tech,50.84557,4.357482,be
Tech,50.850338,4.35171,be
Tech,50.850338,4.35171,be
Tech,50.850338,4.35171,be
Tech,50.83,4.33,be
Tech,50.8556,4.358717,be
Tech,46.957016,7.467946,ch
Tech,46.94806,7.436911999999999,ch
Tech,46.95095,7.440641,ch
Tech,46.948257,7.442258,ch
Tech,46.948257,7.442258,ch
Tech,46.948105,7.438067999999999,ch
Tech,46.927868,7.445703,ch
Tech,46.948154,7.437449000000001,ch
Tech,46.95,7.44,ch
Tech,46.948891,7.474099000000002,ch
Tech,46.948891,7.474099000000002,ch
Tech,46.927868,7.445703,ch
Tech,46.947456,7.437042999999999,ch
Tech,46.94038,7.432815,ch
Tech,46.94038,7.432815,ch
Tech,46.948864,7.439696,ch
Tech,46.927868,7.445703,ch
Tech,46.927868,7.445703,ch
Tech,46.95,7.44,ch
Tech,46.95,7.44,ch
Tech,46.957016,7.467946,ch
Tech,46.940376,7.432815,ch
Tech,46.948257,7.442258,ch
Tech,46.948257,7.442258,ch
Tech,46.947975,7.447447,ch
Tech,46.948322,7.442253,ch
Tech,46.945713,7.433917,ch
Tech,46.947124,7.439363,ch
Tech,46.948837,7.437353999999999,ch
Tech,46.946835,7.432446,ch
Tech,46.946041,7.435821000000002,ch
Tech,46.933414,7.419281,ch
Tech,46.946041,7.435821000000002,ch
Tech,46.954052,7.473514,ch
Tech,46.957016,7.467946,ch
Tech,46.957016,7.467946,ch
Tech,46.957016,7.467946,ch
Tech,46.957016,7.467946,ch
Tech,46.948322,7.442253,ch
Tech,46.948322,7.442253,ch
Tech,46.95,7.44,ch
Tech,46.94343,7.432772999999999,ch
Tech,46.94038,7.432810000000001,ch
Tech,46.945324,7.430003,ch
Tech,46.945324,7.430003,ch
Tech,46.946041,7.435821000000002,ch
Tech,46.946041,7.435821000000002,ch
